0,4,0.3913831403250235
0,5,0.5488242238469023
0,6,0.5500049682113248
0,7,0.5457600475490246
0,8,0.9006302122738598
0,10,0.9138416281650232
0,12,0.9076516357965061
0,13,0.9028903264697198
0,14,0.8961451816636775
0,15,0.8386001762723331
0,16,0.7631865334171303
0,17,0.53348915959911
0,18,0.5399872273084655
0,21,0.5349047478836225
0,22,0.5337847877186461
0,23,0.5394939643023473
0,24,0.5415412240757934
0,25,0.5534393121948242
0,32,0.560427905292565
0,35,0.8747310060716731
0,36,0.7040000026445652
0,38,0.3913831403250235
0,39,0.5488242238469023
0,40,0.5500049682113248
0,41,0.5457600475490246
0,42,0.5606492072983297
0,43,0.5459486585500349
0,44,0.552419030022728
0,45,0.5413803336909889
0,46,0.5433600763013925
0,47,0.5357466845383431
0,49,0.5267207025265649
0,50,0.3631614290979973
0,51,0.3576008520134665
0,52,0.36139456365707573
0,53,0.34915007099325385
0,54,0.36579273980064475
1,19,0.5398983651214386
1,20,0.5419949392791259
1,26,0.580729655883198
1,27,0.56457367394101
1,28,0.5672155006938351
1,29,0.5508973709913675
1,30,0.5545798194771453
1,33,0.8826309652478357
1,34,0.8473136591786665
1,37,0.8630936853108031
1,48,0.5679249849804641
2,9,0.9229054158701364
3,11,0.8978502864954154
3,31,0.5652729119061524
4,38,0.7912891175771353
6,1,0.5775116621807445
6,13,0.5321724782670465
6,16,0.42195235335380116
6,17,0.8544173555011978
6,18,0.8575598056645822
6,19,0.8461137900301714
6,20,0.8533135121186183
6,24,0.8448289814760234
6,27,0.9039766023077351
6,28,0.9096821907244432
6,29,0.8815571926879203
6,30,0.8823907783876199
6,32,0.9052648505962345
6,36,0.3821650637943593
6,46,0.9011517095183775
6,50,0.7047372158719327
6,54,0.6997082258981984
7,0,0.5768355514287324
7,2,0.5734467567381539
7,3,0.5736974095490479
7,8,0.45341017055404903
7,9,0.5256142667768174
7,10,0.5773132760560044
7,11,0.47326216003769633
7,12,0.504436357498674
7,14,0.4879530010649774
7,15,0.4202945273826722
7,21,0.8474720328644989
7,22,0.8522270769386803
7,23,0.8563141871570653
7,25,0.9132832432921205
7,26,0.917819475537246
7,31,0.8762081488805527
7,33,0.5367446543113712
7,34,0.5932301949692486
7,35,0.46400053642472805
7,37,0.5599842332728485
7,39,0.8898260598404807
7,40,0.8754408488299761
7,41,0.9107859696286909
7,42,0.8868203034007165
7,43,0.8888573367094503
7,44,0.9020221664756535
7,45,0.9099529677848898
7,47,0.8965758354959381
7,48,0.9093315387793504
7,49,0.8840563305918803
7,51,0.701459271340484
7,52,0.6856233552381681
7,53,0.6824524345601098
8,14,0.9291950344654097
